id_classe_equivalencia,k_frequencia,1.i.1_uf_onde_mora,2.i_tempo_de_experiencia_em_dados,2.j_tempo_de_experiencia_em_ti,1.l_nivel_de_ensino,1.m_área_de_formação,1.b_genero,2.b_setor,2.c_numero_de_funcionarios,2.f_cargo_atual,2.h_faixa_salarial
1010,1,SP,de 3 a 4 anos,de 3 a 4 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Setor Alimentício,Acima de 3.000,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 12.001/mês a R$ 16.000/mês
1011,1,SP,de 3 a 4 anos,de 3 a 4 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Setor Alimentício,de 101 a 500,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
1012,1,SP,de 3 a 4 anos,de 3 a 4 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 1.001 a 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
1013,1,SP,de 3 a 4 anos,de 3 a 4 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área da Saúde,Acima de 3.000,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de R$ 8.001/mês a R$ 12.000/mês
1014,1,SP,de 3 a 4 anos,de 3 a 4 anos,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Educação,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
1015,1,SP,de 3 a 4 anos,de 3 a 4 anos,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Outra Opção,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
1016,1,SP,de 3 a 4 anos,de 3 a 4 anos,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Área da Saúde,de 101 a 500,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
1017,1,SP,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
1018,1,SP,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Internet/Ecommerce,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês
1019,1,SP,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês
1020,1,SP,de 3 a 4 anos,de 3 a 4 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,de 501 a 1.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês
1021,1,SP,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 1.001 a 3.000,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês
1022,1,SP,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 501 a 1.000,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês
1023,1,SP,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Finanças ou Bancos,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
1024,1,SP,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Agronegócios,Acima de 3.000,Outra Opção,de R$ 8.001/mês a R$ 12.000/mês
1025,1,SP,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Finanças ou Bancos,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês
1026,1,SP,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Finanças ou Bancos,de 1.001 a 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 16.001/mês a R$ 20.000/mês
1027,1,SP,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Varejo,de 101 a 500,Analista de Dados/Data Analyst,de R$ 30.001/mês a R$ 40.000/mês
1028,1,SP,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Química / Física,Feminino,Finanças ou Bancos,de 101 a 500,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
1029,1,SP,de 3 a 4 anos,de 5 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 101 a 500,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
1030,1,SP,de 3 a 4 anos,de 5 a 6 anos,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Feminino,Área de Consultoria,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês
1031,1,SP,de 3 a 4 anos,de 5 a 6 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
1032,1,SP,de 3 a 4 anos,de 5 a 6 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 101 a 500,Professor/Pesquisador,de R$ 8.001/mês a R$ 12.000/mês
1033,1,SP,de 3 a 4 anos,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 101 a 500,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês
1034,1,SP,de 3 a 4 anos,de 5 a 6 anos,Mestrado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 16.001/mês a R$ 20.000/mês
1035,1,SP,de 3 a 4 anos,de 3 a 4 anos,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Masculino,Tecnologia/Fábrica de Software,de 51 a 100,Cientista de Dados/Data Scientist,de R$ 25.001/mês a R$ 30.000/mês
1036,1,SP,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Setor Automotivo,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
1037,1,SP,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Varejo,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
1038,1,SP,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Área de Consultoria,de 101 a 500,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês
1039,1,SP,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Feminino,Educação,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
1040,1,SP,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Varejo,de 101 a 500,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
1041,1,SP,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Outra opção,Masculino,Setor Alimentício,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
1042,1,SP,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Feminino,Marketing,de 501 a 1.000,Analista de Dados/Data Analyst,de R$ 4.001/mês a R$ 6.000/mês
1043,1,SP,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Feminino,Área da Saúde,de 101 a 500,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês
1044,1,SP,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Outra Opção,de 101 a 500,Analytics Engineer,de R$ 25.001/mês a R$ 30.000/mês
1045,1,SP,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Setor de Energia,de 1.001 a 3.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
1046,1,SP,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Telecomunicação,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês
1047,1,SP,de 3 a 4 anos,de 1 a 2 anos,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Varejo,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês
1048,1,SP,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Varejo,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
1049,1,SP,de 3 a 4 anos,de 3 a 4 anos,Doutorado ou Phd,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Indústria,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
1050,1,SP,de 3 a 4 anos,de 3 a 4 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 101 a 500,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
1051,1,SP,de 3 a 4 anos,de 3 a 4 anos,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Masculino,Finanças ou Bancos,de 11 a 50,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 3.001/mês a R$ 4.000/mês
1052,1,SP,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Finanças ou Bancos,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês
1053,1,SP,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Outra Opção,Acima de 3.000,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de R$ 8.001/mês a R$ 12.000/mês
1054,1,SP,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Agronegócios,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 6.001/mês a R$ 8.000/mês
1055,1,SP,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Internet/Ecommerce,Acima de 3.000,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de R$ 12.001/mês a R$ 16.000/mês
1056,1,SP,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Analista de BI/BI Analyst,de R$ 4.001/mês a R$ 6.000/mês
1057,1,SP,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 11 a 50,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 6.001/mês a R$ 8.000/mês
1058,1,SP,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 501 a 1.000,Cientista de Dados/Data Scientist,de R$ 8.001/mês a R$ 12.000/mês
1059,1,SP,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Varejo,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês
1060,1,SP,de 3 a 4 anos,de 3 a 4 anos,Graduação/Bacharelado,Outra opção,Feminino,Tecnologia/Fábrica de Software,de 501 a 1.000,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de R$ 8.001/mês a R$ 12.000/mês
1061,1,SP,de 3 a 4 anos,de 3 a 4 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Outra Opção,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 4.001/mês a R$ 6.000/mês
1062,1,SP,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Setor Farmaceutico,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
1063,1,SP,de 3 a 4 anos,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
1064,1,SP,de 3 a 4 anos,de 7 a 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
1065,1,SP,de 5 a 6 anos,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Finanças ou Bancos,Acima de 3.000,Analista de Dados/Data Analyst,de R$ 8.001/mês a R$ 12.000/mês
1066,1,SP,de 5 a 6 anos,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Indústria,de 1.001 a 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 12.001/mês a R$ 16.000/mês
1067,1,SP,de 5 a 6 anos,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Outra Opção,de R$ 16.001/mês a R$ 20.000/mês
1068,1,SP,de 5 a 6 anos,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Outras Engenharias (não inclui dev),de R$ 16.001/mês a R$ 20.000/mês
1069,1,SP,de 5 a 6 anos,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Masculino,Tecnologia/Fábrica de Software,de 101 a 500,Cientista de Dados/Data Scientist,de R$ 6.001/mês a R$ 8.000/mês
1070,1,SP,de 5 a 6 anos,Menos de 1 ano,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Finanças ou Bancos,de 1.001 a 3.000,Analista de Dados/Data Analyst,de R$ 12.001/mês a R$ 16.000/mês
1071,1,SP,de 5 a 6 anos,Menos de 1 ano,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Masculino,Finanças ou Bancos,de 1.001 a 3.000,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),de R$ 16.001/mês a R$ 20.000/mês
1072,1,SP,de 5 a 6 anos,Menos de 1 ano,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo / Ciências Sociais,Masculino,Seguros ou Previdência,de 101 a 500,Cientista de Dados/Data Scientist,de R$ 12.001/mês a R$ 16.000/mês
1073,1,SP,de 5 a 6 anos,Menos de 1 ano,Pós-graduação,Outra opção,Masculino,Tecnologia/Fábrica de Software,de 101 a 500,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
1074,1,SP,de 5 a 6 anos,Menos de 1 ano,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Marketing,Acima de 3.000,Analista de Negócios/Business Analyst,de R$ 8.001/mês a R$ 12.000/mês
1075,1,SP,de 5 a 6 anos,Menos de 1 ano,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Setor de Energia,Acima de 3.000,Analista de BI/BI Analyst,de R$ 8.001/mês a R$ 12.000/mês
1076,1,SP,de 5 a 6 anos,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Feminino,Finanças ou Bancos,Acima de 3.000,Engenheiro de Dados/Data Engineer/Data Architect,de R$ 8.001/mês a R$ 12.000/mês
1077,1,SP,de 5 a 6 anos,Menos de 1 ano,Pós-graduação,Outras Engenharias (não incluir engenharia de software ou TI),Masculino,Tecnologia/Fábrica de Software,Acima de 3.000,Outra Opção,de R$ 16.001/mês a R$ 20.000/mês
